F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F19,Classe
0,27,23,6,5,26,1.9285714285714286,1.7692307692307692,1,1,15,1,14,13,18,0.9953784385316868,13,Aleatória
1,1,49,1,49,1,1.0,49.0,0,9,1,48,1,1,10,0.14144054225328165,0,Humana
1,19,31,16,16,3,9.5,15.5,0,6,0,0,2,2,15,0.9580420219377606,17,Humana
0,33,17,9,4,22,2.75,1.5454545454545454,1,0,12,5,12,11,17,0.924818704684491,21,Aleatória
1,21,29,3,4,31,1.3125,1.8125,3,0,21,1,16,16,17,0.9814538947451146,5,Humana
0,27,23,5,3,30,1.8,1.4375,2,0,20,2,15,16,18,0.9953784385316868,12,Humana
0,28,22,4,4,28,2.0,1.4666666666666666,3,0,18,0,14,15,17,0.9895875209335165,14,Aleatória
-1,25,25,5,7,12,3.5714285714285716,4.166666666666667,0,2,0,2,7,6,15,0.9999999997114609,18,Humana
0,29,21,4,3,33,1.7058823529411764,1.2352941176470589,2,0,23,1,17,17,17,0.9814538947451146,12,Humana
-1,25,25,4,3,37,1.3157894736842106,1.3157894736842106,3,0,30,1,19,19,16,0.9999999997114609,6,Humana
-1,25,25,9,12,19,2.5,2.5,2,2,15,3,10,10,18,0.9999999997114609,15,Humana
1,24,26,6,5,21,2.1818181818181817,2.3636363636363638,2,3,11,1,11,11,18,0.9988455357066628,13,Aleatória
0,26,24,3,4,40,1.3,1.1428571428571428,4,0,35,1,20,21,16,0.9988455357066628,6,Humana
0,30,20,5,4,30,1.875,1.3333333333333333,4,0,24,1,16,15,17,0.9709505941661296,14,Humana
0,26,24,4,5,28,1.7333333333333334,1.7142857142857142,1,1,16,1,15,14,18,0.9988455357066628,11,Aleatória
1,24,26,4,5,27,1.7142857142857142,1.8571428571428572,1,1,14,1,14,14,18,0.9988455357066628,10,Aleatória
0,27,23,6,9,21,2.4545454545454546,2.090909090909091,0,1,13,3,11,11,17,0.9953784385316868,16,Humana
0,27,23,4,5,22,2.25,2.090909090909091,1,1,11,1,12,11,18,0.9953784385316868,15,Aleatória
0,28,22,4,4,28,2.0,1.4666666666666666,2,0,19,0,14,15,18,0.9895875209335165,14,Humana
-1,25,25,6,9,19,2.5,2.5,0,2,8,3,10,10,17,0.9999999997114609,15,Aleatória
0,27,23,6,6,24,2.076923076923077,1.9166666666666667,2,1,13,0,13,12,18,0.9953784385316868,14,Aleatória
-1,25,25,4,6,26,1.9230769230769231,1.7857142857142858,0,1,14,2,13,14,18,0.9999999997114609,12,Humana
0,28,22,5,4,24,2.1538461538461537,1.8333333333333333,0,0,11,1,13,12,18,0.9895875209335165,15,Aleatória
-1,25,25,7,4,25,1.9230769230769231,1.9230769230769231,1,0,13,3,13,13,18,0.9999999997114609,12,Aleatória
1,23,27,5,5,25,1.7692307692307692,2.076923076923077,2,1,13,0,13,13,18,0.9953784385316868,10,Aleatória
1,17,33,3,4,30,1.1333333333333333,2.0625,4,0,19,1,15,16,17,0.924818704684491,2,Humana
0,32,18,9,3,22,2.6666666666666665,1.6363636363636365,1,0,10,6,12,11,17,0.9426831889669534,20,Aleatória
1,23,27,5,7,21,2.090909090909091,2.4545454545454546,1,2,9,2,11,11,18,0.9953784385316868,12,Aleatória
1,23,27,4,4,26,1.7692307692307692,1.9285714285714286,0,0,14,0,13,14,17,0.9953784385316868,10,Aleatória
-1,25,25,5,7,24,1.9230769230769231,2.0833333333333335,1,1,13,2,13,12,18,0.9999999997114609,12,Humana
0,27,23,5,7,19,2.7,2.3,0,2,9,2,10,10,18,0.9953784385316868,17,Humana
1,19,31,4,6,26,1.4615384615384615,2.2142857142857144,4,1,16,2,13,14,18,0.9580420219377606,6,Aleatória
-1,25,25,3,4,33,1.4705882352941178,1.4705882352941178,4,0,23,1,17,17,17,0.9999999997114609,8,Humana
0,26,24,3,6,32,1.625,1.411764705882353,2,1,23,3,16,17,18,0.9988455357066628,10,Humana
0,27,23,2,3,38,1.35,1.2105263157894737,3,0,29,1,20,19,17,0.9953784385316868,7,Humana
1,24,26,3,6,27,1.7142857142857142,1.8571428571428572,3,1,17,3,14,14,18,0.9988455357066628,10,Aleatória
0,27,23,2,3,38,1.35,1.2105263157894737,4,0,30,1,20,19,17,0.9953784385316868,7,Humana
0,28,22,4,5,23,2.3333333333333335,1.8333333333333333,1,1,12,1,12,12,18,0.9895875209335165,16,Aleatória
0,26,24,5,4,22,2.1666666666666665,2.1818181818181817,0,0,11,1,12,11,18,0.9988455357066628,14,Humana
0,29,21,3,1,40,1.45,1.0,4,0,33,2,20,21,15,0.9814538947451146,9,Humana
0,33,17,7,5,26,2.357142857142857,1.3076923076923077,1,1,18,2,14,13,17,0.924818704684491,19,Humana
-1,25,25,6,4,23,2.0833333333333335,2.0833333333333335,1,0,13,2,12,12,18,0.9999999997114609,13,Humana
0,27,23,3,2,39,1.35,1.15,3,0,31,1,20,20,15,0.9953784385316868,7,Humana
0,29,21,4,3,28,1.9333333333333333,1.5,3,0,17,1,15,14,16,0.9814538947451146,14,Humana
-1,25,25,3,4,23,2.0833333333333335,2.0833333333333335,0,0,8,1,12,12,18,0.9999999997114609,13,Aleatória
0,26,24,4,4,27,1.8571428571428572,1.7142857142857142,2,0,16,0,14,14,18,0.9988455357066628,12,Humana
0,30,20,4,3,25,2.3076923076923075,1.5384615384615385,0,0,12,1,13,13,16,0.9709505941661296,17,Humana
0,27,23,6,5,22,2.4545454545454546,1.9166666666666667,0,1,10,1,11,12,17,0.9953784385316868,16,Aleatória
0,26,24,5,4,17,2.888888888888889,2.6666666666666665,1,0,5,1,9,9,18,0.9988455357066628,17,Humana
0,35,15,6,1,30,2.1875,1.0,3,0,25,5,16,15,17,0.8812908989421536,19,Humana
0,27,23,4,3,35,1.5,1.2777777777777777,3,0,27,1,18,18,16,0.9953784385316868,9,Humana
0,32,18,10,5,16,4.0,2.0,0,1,7,5,8,9,18,0.9426831889669534,24,Aleatória
1,22,28,6,5,21,2.0,2.5454545454545454,0,1,9,1,11,11,18,0.9895875209335165,11,Aleatória
0,27,23,5,4,23,2.25,1.9166666666666667,1,0,12,1,12,12,18,0.9953784385316868,15,Aleatória
1,14,36,1,4,26,1.0,2.769230769230769,0,0,15,3,14,13,16,0.8554508102715916,0,Humana
1,23,27,6,6,30,1.5333333333333334,1.6875,3,2,23,0,15,16,17,0.9953784385316868,8,Humana
0,30,20,4,3,28,2.0,1.4285714285714286,1,0,16,1,15,14,18,0.9709505941661296,15,Humana
0,26,24,5,4,27,1.8571428571428572,1.7142857142857142,2,0,18,1,14,14,18,0.9988455357066628,12,Aleatória
0,31,19,11,4,22,2.5833333333333335,1.7272727272727273,2,0,15,7,12,11,17,0.9580420219377606,19,Aleatória
1,21,29,7,14,15,2.625,3.625,1,3,11,7,8,8,17,0.9814538947451146,13,Humana
1,19,31,2,6,28,1.2666666666666666,2.2142857142857144,2,1,17,4,15,14,17,0.9580420219377606,4,Humana
1,24,26,4,4,25,1.8461538461538463,2.0,3,0,12,0,13,13,18,0.9988455357066628,11,Aleatória
0,27,23,2,3,39,1.35,1.15,4,0,31,1,20,20,15,0.9953784385316868,7,Humana
0,30,20,7,3,29,2.0,1.3333333333333333,2,0,20,4,15,15,16,0.9709505941661296,15,Humana
-1,25,25,5,6,21,2.272727272727273,2.272727272727273,1,1,9,1,11,11,18,0.9999999997114609,14,Aleatória
0,26,24,7,7,26,1.8571428571428572,1.8461538461538463,3,2,22,0,14,13,18,0.9988455357066628,12,Humana
1,7,43,3,41,6,1.75,14.333333333333334,0,8,4,38,4,3,13,0.5842388113543169,3,Humana
0,27,23,5,4,28,1.8,1.6428571428571428,2,0,16,1,15,14,18,0.9953784385316868,12,Aleatória
-1,25,25,5,4,23,2.0833333333333335,2.0833333333333335,0,0,9,1,12,12,18,0.9999999997114609,13,Aleatória
0,26,24,4,6,25,2.0,1.8461538461538463,1,2,14,2,13,13,17,0.9988455357066628,13,Humana
0,35,15,10,3,23,2.9166666666666665,1.25,1,0,13,7,12,12,17,0.8812908989421536,23,Aleatória
1,24,26,4,5,29,1.6,1.7333333333333334,3,1,22,1,15,15,18,0.9988455357066628,9,Humana
1,19,31,4,5,19,1.9,3.1,0,3,6,1,10,10,17,0.9580420219377606,9,Aleatória
0,27,23,3,2,38,1.35,1.2105263157894737,4,0,29,1,20,19,17,0.9953784385316868,7,Humana
1,24,26,3,7,39,1.2,1.3,5,1,36,4,20,20,16,0.9988455357066628,4,Humana
0,27,23,3,4,36,1.4210526315789473,1.2777777777777777,3,0,27,1,19,18,17,0.9953784385316868,8,Humana
0,31,19,7,5,30,1.9375,1.2666666666666666,3,1,24,2,16,15,18,0.9580420219377606,15,Humana
1,23,27,5,4,29,1.5333333333333334,1.8,1,0,18,1,15,15,17,0.9953784385316868,8,Aleatória
1,23,27,6,8,16,2.5555555555555554,3.375,1,2,5,2,9,8,18,0.9953784385316868,14,Humana
1,24,26,4,6,25,1.8461538461538463,2.0,1,2,15,2,13,13,18,0.9988455357066628,11,Humana
0,26,24,4,3,29,1.7333333333333334,1.6,3,0,15,1,15,15,18,0.9988455357066628,11,Aleatória
1,22,28,4,17,21,2.0,2.5454545454545454,2,3,15,13,11,11,16,0.9895875209335165,11,Humana
-1,25,25,5,6,24,1.9230769230769231,2.0833333333333335,2,2,14,1,13,12,18,0.9999999997114609,12,Aleatória
1,6,44,1,7,12,1.0,6.285714285714286,0,6,6,6,6,7,14,0.5293608649988253,0,Humana
0,27,23,3,3,37,1.4210526315789473,1.2105263157894737,3,0,28,0,19,19,16,0.9953784385316868,8,Humana
1,24,26,6,3,20,2.4,2.3636363636363638,0,0,9,3,10,11,17,0.9988455357066628,14,Humana
0,29,21,3,2,35,1.6111111111111112,1.1666666666666667,3,0,24,1,18,18,16,0.9814538947451146,11,Humana
0,28,22,2,1,44,1.2173913043478262,1.0,5,0,40,1,23,22,16,0.9895875209335165,5,Humana
1,22,28,6,5,24,1.8333333333333333,2.1538461538461537,2,1,14,1,12,13,18,0.9895875209335165,10,Aleatória
1,10,40,4,11,13,1.4285714285714286,5.714285714285714,0,6,7,7,7,7,14,0.7219280945988233,3,Humana
0,28,22,3,2,31,1.75,1.375,1,0,16,1,16,16,17,0.9895875209335165,12,Aleatória
1,24,26,4,5,22,2.0,2.3636363636363638,1,1,8,1,12,11,17,0.9988455357066628,12,Aleatória
-1,25,25,6,5,26,1.7857142857142858,1.9230769230769231,0,1,14,1,14,13,18,0.9999999997114609,11,Aleatória
-1,25,25,9,5,21,2.272727272727273,2.272727272727273,2,1,8,4,11,11,18,0.9999999997114609,14,Aleatória
0,28,22,4,3,35,1.5555555555555556,1.2222222222222223,1,0,27,1,18,18,17,0.9895875209335165,10,Humana
0,26,24,3,2,46,1.0833333333333333,1.0434782608695652,7,0,45,1,24,23,14,0.9988455357066628,2,Humana
0,30,20,5,6,24,2.3076923076923075,1.6666666666666667,1,1,13,1,13,12,18,0.9709505941661296,17,Aleatória
0,26,24,5,5,23,2.1666666666666665,2.0,1,1,12,0,12,12,18,0.9988455357066628,14,Aleatória
-1,25,25,5,4,28,1.6666666666666667,1.7857142857142858,2,0,19,1,15,14,18,0.9999999997114609,10,Humana
1,24,26,5,3,25,1.8461538461538463,2.0,0,0,9,2,13,13,18,0.9988455357066628,11,Aleatória
-1,25,25,5,4,25,1.9230769230769231,1.9230769230769231,2,0,13,1,13,13,18,0.9999999997114609,12,Aleatória
1,22,28,2,3,34,1.2222222222222223,1.6470588235294117,4,0,22,1,18,17,17,0.9895875209335165,4,Humana
0,28,22,3,3,36,1.5555555555555556,1.1578947368421053,1,0,26,0,18,19,17,0.9895875209335165,10,Humana
1,23,27,4,4,24,1.9166666666666667,2.076923076923077,0,0,13,0,12,13,18,0.9953784385316868,11,Humana
0,26,24,3,2,41,1.2380952380952381,1.1428571428571428,4,0,35,1,21,21,15,0.9988455357066628,5,Humana
0,29,21,4,5,17,3.2222222222222223,2.3333333333333335,0,1,6,1,9,9,17,0.9814538947451146,20,Humana
1,23,27,4,6,32,1.3529411764705883,1.6875,4,2,27,2,17,16,17,0.9953784385316868,6,Humana
1,19,31,3,5,28,1.3571428571428572,2.066666666666667,1,1,16,2,14,15,17,0.9580420219377606,5,Aleatória
0,26,24,7,5,26,1.8571428571428572,1.8461538461538463,0,2,17,2,14,13,18,0.9988455357066628,12,Aleatória
0,40,10,13,1,20,3.6363636363636362,1.0,1,0,16,12,11,10,14,0.7219280945988233,29,Humana
1,24,26,8,9,19,2.4,2.6,1,1,9,1,10,10,18,0.9988455357066628,14,Aleatória
0,30,20,4,2,36,1.5789473684210527,1.1111111111111112,3,0,29,2,19,18,17,0.9709505941661296,11,Humana
-1,25,25,4,4,33,1.4705882352941178,1.4705882352941178,3,0,24,0,17,17,16,0.9999999997114609,8,Humana
1,18,32,3,4,27,1.2857142857142858,2.2857142857142856,0,0,14,1,14,14,17,0.9426831889669534,4,Aleatória
0,28,22,6,4,23,2.3333333333333335,1.8333333333333333,1,0,12,2,12,12,18,0.9895875209335165,16,Aleatória
0,28,22,4,7,24,2.1538461538461537,1.8333333333333333,1,2,14,3,13,12,17,0.9895875209335165,15,Humana
1,24,26,3,6,24,1.8461538461538463,2.1666666666666665,1,1,9,3,13,12,18,0.9988455357066628,11,Aleatória
1,23,27,4,5,29,1.5333333333333334,1.8,1,1,17,1,15,15,17,0.9953784385316868,8,Aleatória
1,21,29,5,6,26,1.6153846153846154,2.0714285714285716,2,2,18,1,13,14,18,0.9814538947451146,8,Aleatória
1,23,27,4,4,35,1.2777777777777777,1.5,6,0,27,0,18,18,17,0.9953784385316868,5,Humana
-1,25,25,3,4,31,1.5625,1.5625,3,0,19,1,16,16,18,0.9999999997114609,9,Aleatória
0,28,22,3,2,38,1.4,1.1578947368421053,4,0,32,1,20,19,16,0.9895875209335165,8,Humana
1,23,27,3,4,28,1.6428571428571428,1.8,2,0,18,1,14,15,18,0.9953784385316868,9,Humana
1,17,33,5,11,19,1.7,3.3,1,2,9,6,10,10,17,0.924818704684491,7,Humana
1,19,31,6,9,18,2.111111111111111,3.1,1,3,9,3,9,10,17,0.9580420219377606,10,Aleatória
1,20,30,4,6,22,1.6666666666666667,2.727272727272727,2,2,11,2,12,11,17,0.9709505941661296,8,Aleatória
0,26,24,4,3,35,1.4444444444444444,1.3333333333333333,4,0,26,1,18,18,17,0.9988455357066628,8,Humana
0,29,21,4,5,33,1.7058823529411764,1.2352941176470589,3,1,26,1,17,17,17,0.9814538947451146,12,Humana
0,28,22,5,3,30,1.8666666666666667,1.375,3,0,20,2,15,16,18,0.9895875209335165,13,Aleatória
0,28,22,8,4,27,2.0,1.5714285714285714,3,0,20,4,14,14,18,0.9895875209335165,14,Humana
1,23,27,3,5,27,1.6428571428571428,1.9285714285714286,1,1,14,2,14,14,18,0.9953784385316868,9,Aleatória
0,28,22,12,4,23,2.3333333333333335,1.8333333333333333,2,0,14,8,12,12,18,0.9895875209335165,16,Aleatória
1,22,28,4,6,24,1.8333333333333333,2.1538461538461537,1,2,12,2,12,13,18,0.9895875209335165,10,Humana
0,31,19,17,8,21,2.8181818181818183,1.7272727272727273,2,1,16,9,11,11,17,0.9580420219377606,20,Humana
0,26,24,2,2,45,1.1304347826086956,1.0434782608695652,6,0,42,0,23,23,15,0.9988455357066628,3,Humana
-1,25,25,4,4,29,1.6666666666666667,1.6666666666666667,2,0,18,0,15,15,17,0.9999999997114609,10,Aleatória
0,26,24,7,4,35,1.4444444444444444,1.3333333333333333,6,0,30,3,18,18,17,0.9988455357066628,8,Humana
1,23,27,4,5,27,1.6428571428571428,1.9285714285714286,1,1,16,1,14,14,18,0.9953784385316868,9,Aleatória
-1,25,25,6,5,28,1.6666666666666667,1.7857142857142858,2,2,19,1,15,14,18,0.9999999997114609,10,Humana
1,23,27,5,5,26,1.7692307692307692,1.9285714285714286,2,1,17,0,13,14,18,0.9953784385316868,10,Humana
1,3,47,1,21,5,1.0,15.666666666666666,0,8,3,20,3,3,12,0.32744491886593724,0,Humana
0,26,24,4,3,43,1.1818181818181819,1.0909090909090908,6,0,41,1,22,22,16,0.9988455357066628,4,Humana
1,21,29,3,7,20,1.9090909090909092,2.9,0,1,6,4,11,10,18,0.9814538947451146,10,Aleatória
1,22,28,4,4,29,1.4666666666666666,1.8666666666666667,3,0,18,0,15,15,17,0.9895875209335165,7,Aleatória
-1,25,25,2,3,37,1.3157894736842106,1.3157894736842106,4,0,28,1,19,19,17,0.9999999997114609,6,Humana
0,26,24,3,3,27,1.8571428571428572,1.7142857142857142,2,0,11,0,14,14,16,0.9988455357066628,12,Aleatória
0,28,22,4,5,27,2.0,1.5714285714285714,1,1,19,1,14,14,18,0.9895875209335165,14,Humana
0,26,24,8,4,22,2.3636363636363638,2.0,0,0,8,4,11,12,18,0.9988455357066628,15,Aleatória
0,26,24,5,3,30,1.7333333333333334,1.5,2,0,19,2,15,16,17,0.9988455357066628,11,Aleatória
0,26,24,6,5,21,2.3636363636363638,2.1818181818181817,0,2,8,1,11,11,18,0.9988455357066628,15,Humana
0,27,23,5,4,25,2.076923076923077,1.7692307692307692,1,0,14,1,13,13,18,0.9953784385316868,14,Aleatória
1,24,26,4,4,28,1.7142857142857142,1.7333333333333334,3,0,16,0,14,15,18,0.9988455357066628,10,Aleatória
1,23,27,3,5,24,1.7692307692307692,2.25,1,2,10,2,13,12,18,0.9953784385316868,10,Aleatória
1,24,26,6,7,18,2.4,2.888888888888889,1,2,8,1,10,9,18,0.9988455357066628,14,Aleatória
1,22,28,5,4,28,1.5714285714285714,1.8666666666666667,2,0,18,1,14,15,18,0.9895875209335165,8,Aleatória
0,33,17,5,2,32,1.9411764705882353,1.0625,2,0,23,3,17,16,17,0.924818704684491,16,Humana
0,27,23,2,1,46,1.125,1.0,7,0,44,1,24,23,15,0.9953784385316868,3,Humana
-1,25,25,6,5,21,2.272727272727273,2.272727272727273,2,1,11,1,11,11,17,0.9999999997114609,14,Humana
-1,25,25,3,3,29,1.6666666666666667,1.6666666666666667,3,0,19,0,15,15,18,0.9999999997114609,10,Humana
0,29,21,6,4,26,2.0714285714285716,1.6153846153846154,2,0,17,2,14,13,18,0.9814538947451146,15,Aleatória
1,22,28,4,7,24,1.6923076923076923,2.3333333333333335,2,2,17,3,13,12,17,0.9895875209335165,9,Aleatória
0,28,22,7,5,22,2.3333333333333335,2.0,2,1,14,2,12,11,18,0.9895875209335165,16,Humana
-1,25,25,4,5,27,1.7857142857142858,1.7857142857142858,3,1,16,1,14,14,17,0.9999999997114609,11,Aleatória
-1,25,25,3,3,29,1.6666666666666667,1.6666666666666667,0,0,14,0,15,15,18,0.9999999997114609,10,Humana
-1,25,25,6,6,22,2.272727272727273,2.0833333333333335,2,2,13,0,11,12,18,0.9999999997114609,14,Humana
0,30,20,5,3,25,2.3076923076923075,1.5384615384615385,2,0,16,2,13,13,17,0.9709505941661296,17,Humana
0,26,24,5,6,23,2.1666666666666665,2.0,0,1,10,1,12,12,18,0.9988455357066628,14,Aleatória
0,28,22,3,3,38,1.4,1.1578947368421053,4,0,31,0,20,19,17,0.9895875209335165,8,Humana
0,32,18,5,3,26,2.4615384615384617,1.2857142857142858,2,0,16,2,13,14,18,0.9426831889669534,19,Aleatória
0,26,24,6,4,27,1.8571428571428572,1.7142857142857142,2,0,18,2,14,14,18,0.9988455357066628,12,Aleatória
0,26,24,5,4,24,2.0,2.0,0,0,10,1,13,12,18,0.9988455357066628,13,Aleatória
0,31,19,5,3,30,1.9375,1.2666666666666666,1,0,20,2,16,15,17,0.9580420219377606,15,Aleatória
1,22,28,3,4,26,1.6923076923076923,2.0,1,0,14,1,13,14,18,0.9895875209335165,9,Aleatória
1,24,26,3,4,31,1.5,1.625,2,0,20,1,16,16,16,0.9988455357066628,8,Humana
0,26,24,5,9,19,2.6,2.4,1,1,9,4,10,10,18,0.9988455357066628,16,Aleatória
0,28,22,4,4,27,2.0,1.5714285714285714,2,0,16,0,14,14,18,0.9895875209335165,14,Aleatória
1,24,26,3,4,38,1.2,1.368421052631579,5,0,31,1,20,19,15,0.9988455357066628,4,Humana
0,28,22,4,3,32,1.6470588235294117,1.375,3,0,20,1,17,16,17,0.9895875209335165,11,Humana
1,19,31,3,7,29,1.2666666666666666,2.066666666666667,1,1,19,4,15,15,17,0.9580420219377606,4,Aleatória
0,26,24,4,4,28,1.7333333333333334,1.7142857142857142,3,0,17,0,15,14,18,0.9988455357066628,11,Humana
1,22,28,4,7,18,2.4444444444444446,2.8,0,3,6,3,9,10,17,0.9895875209335165,13,Aleatória
0,30,20,5,2,30,2.0,1.25,1,0,19,3,15,16,17,0.9709505941661296,15,Aleatória
0,30,20,5,5,27,2.142857142857143,1.4285714285714286,1,1,16,0,14,14,17,0.9709505941661296,16,Aleatória
-1,25,25,5,7,21,2.272727272727273,2.272727272727273,1,1,10,2,11,11,18,0.9999999997114609,14,Aleatória
0,26,24,11,7,26,1.8571428571428572,1.8461538461538463,3,1,22,4,14,13,17,0.9988455357066628,12,Humana
-1,25,25,3,4,25,1.9230769230769231,1.9230769230769231,0,0,9,1,13,13,18,0.9999999997114609,12,Aleatória
1,23,27,5,4,28,1.5333333333333334,1.9285714285714286,2,0,16,1,15,14,17,0.9953784385316868,8,Aleatória
0,28,22,6,4,30,1.8666666666666667,1.375,4,0,23,2,15,16,17,0.9895875209335165,13,Humana
1,16,34,3,5,25,1.2307692307692308,2.6153846153846154,4,2,17,2,13,13,17,0.9043814574359548,3,Aleatória
0,26,24,5,4,27,1.8571428571428572,1.7142857142857142,1,0,16,1,14,14,18,0.9988455357066628,12,Aleatória
0,26,24,3,3,41,1.2380952380952381,1.1428571428571428,5,0,37,0,21,21,16,0.9988455357066628,5,Humana
0,26,24,2,2,46,1.0833333333333333,1.0434782608695652,7,0,44,0,24,23,15,0.9988455357066628,2,Humana
0,33,17,11,7,20,3.3,1.5454545454545454,1,1,14,4,10,11,17,0.924818704684491,23,Humana
0,28,22,4,5,27,2.0,1.5714285714285714,1,1,14,1,14,14,18,0.9895875209335165,14,Aleatória
-1,25,25,5,3,28,1.7857142857142858,1.6666666666666667,2,0,17,2,14,15,18,0.9999999997114609,11,Humana
1,24,26,3,4,30,1.6,1.625,2,0,16,1,15,16,18,0.9988455357066628,9,Humana
1,20,30,4,6,25,1.5384615384615385,2.3076923076923075,2,2,14,2,13,13,18,0.9709505941661296,7,Aleatória
0,29,21,6,3,22,2.6363636363636362,1.75,2,0,13,3,11,12,18,0.9814538947451146,18,Humana
0,26,24,3,6,31,1.625,1.5,2,1,22,3,16,16,17,0.9988455357066628,10,Humana
0,27,23,5,3,25,2.076923076923077,1.7692307692307692,0,0,11,2,13,13,18,0.9953784385316868,14,Aleatória
1,24,26,6,6,21,2.1818181818181817,2.3636363636363638,1,1,10,0,11,11,18,0.9988455357066628,13,Aleatória
1,23,27,3,3,34,1.3529411764705883,1.5,3,0,23,0,17,18,18,0.9953784385316868,6,Aleatória
1,0,50,0,50,0,0.0,50.0,0,10,0,50,0,1,10,-1.4426951601859516e-10,0,Humana
1,23,27,5,6,26,1.6428571428571428,2.076923076923077,1,1,14,1,14,13,18,0.9953784385316868,9,Aleatória
1,24,26,6,6,20,2.4,2.3636363636363638,0,2,9,0,10,11,17,0.9988455357066628,14,Aleatória
0,31,19,3,2,35,1.7222222222222223,1.0555555555555556,2,0,23,1,18,18,15,0.9580420219377606,13,Humana
0,32,18,7,5,18,3.5555555555555554,1.8,1,1,10,2,9,10,16,0.9426831889669534,23,Aleatória
1,23,27,3,8,24,1.9166666666666667,2.076923076923077,1,1,11,5,12,13,18,0.9953784385316868,11,Aleatória
-1,25,25,6,7,17,2.7777777777777777,2.7777777777777777,1,1,6,1,9,9,17,0.9999999997114609,16,Aleatória
0,30,20,7,3,24,2.3076923076923075,1.6666666666666667,2,0,13,4,13,12,17,0.9709505941661296,17,Aleatória
0,32,18,7,3,20,2.909090909090909,1.8,1,0,10,4,11,10,18,0.9426831889669534,21,Aleatória
0,27,23,4,3,27,1.9285714285714286,1.6428571428571428,0,0,13,1,14,14,17,0.9953784385316868,13,Aleatória
-1,25,25,6,5,22,2.0833333333333335,2.272727272727273,1,1,10,1,12,11,17,0.9999999997114609,13,Aleatória
0,26,24,3,5,30,1.625,1.6,1,1,19,2,16,15,17,0.9988455357066628,10,Humana
0,27,23,4,3,21,2.4545454545454546,2.090909090909091,0,0,8,1,11,11,17,0.9953784385316868,16,Aleatória
0,27,23,6,6,21,2.4545454545454546,2.090909090909091,2,2,14,0,11,11,18,0.9953784385316868,16,Humana
0,49,1,26,1,2,24.5,1.0,0,0,1,25,2,1,11,0.14144054225328165,47,Humana
0,27,23,3,2,42,1.2857142857142858,1.0454545454545454,4,0,37,1,21,22,15,0.9953784385316868,6,Humana
1,18,32,7,15,9,3.6,6.4,0,5,4,8,5,5,15,0.9426831889669534,13,Humana
0,26,24,4,3,24,2.0,2.0,1,0,10,1,13,12,18,0.9988455357066628,13,Aleatória
1,23,27,4,5,29,1.5333333333333334,1.8,3,1,18,1,15,15,18,0.9953784385316868,8,Aleatória
1,22,28,3,4,29,1.4666666666666666,1.8666666666666667,0,0,17,1,15,15,17,0.9895875209335165,7,Humana
1,18,32,18,32,1,18.0,32.0,0,6,0,14,1,1,14,0.9426831889669534,17,Humana
1,22,28,5,11,17,2.4444444444444446,3.111111111111111,1,2,9,6,9,9,18,0.9895875209335165,13,Humana
0,26,24,9,6,17,2.888888888888889,2.6666666666666665,0,2,7,3,9,9,17,0.9988455357066628,17,Aleatória
0,29,21,7,4,22,2.6363636363636362,1.75,2,0,12,3,11,12,18,0.9814538947451146,18,Aleatória
1,20,30,3,4,26,1.5384615384615385,2.142857142857143,1,0,14,1,13,14,17,0.9709505941661296,7,Aleatória
-1,25,25,4,4,28,1.6666666666666667,1.7857142857142858,3,0,19,0,15,14,17,0.9999999997114609,10,Humana
0,28,22,3,2,37,1.4736842105263157,1.1578947368421053,3,0,29,1,19,19,17,0.9895875209335165,9,Humana
-1,25,25,5,6,25,1.9230769230769231,1.9230769230769231,1,1,14,1,13,13,18,0.9999999997114609,12,Aleatória
0,27,23,5,4,20,2.7,2.090909090909091,0,0,9,1,10,11,18,0.9953784385316868,17,Humana
0,31,19,6,5,24,2.3846153846153846,1.5833333333333333,0,1,11,1,13,12,17,0.9580420219377606,18,Aleatória
1,20,30,3,5,23,1.6666666666666667,2.5,1,2,8,2,12,12,17,0.9709505941661296,8,Aleatória
1,21,29,4,4,24,1.6153846153846154,2.4166666666666665,0,0,12,0,13,12,17,0.9814538947451146,8,Aleatória
0,28,22,5,3,28,2.0,1.4666666666666666,1,0,15,2,14,15,17,0.9895875209335165,14,Humana
-1,25,25,5,4,27,1.7857142857142858,1.7857142857142858,2,0,16,1,14,14,18,0.9999999997114609,11,Aleatória
0,27,23,5,3,33,1.588235294117647,1.3529411764705883,3,0,25,2,17,17,17,0.9953784385316868,10,Humana
-1,25,25,7,6,19,2.5,2.5,0,1,5,1,10,10,18,0.9999999997114609,15,Aleatória
1,23,27,4,5,25,1.7692307692307692,2.076923076923077,1,1,11,1,13,13,18,0.9953784385316868,10,Aleatória
1,23,27,8,6,22,2.090909090909091,2.25,1,1,10,2,11,12,18,0.9953784385316868,12,Aleatória
0,34,16,8,3,24,2.8333333333333335,1.2307692307692308,1,0,16,5,12,13,17,0.9043814574359548,22,Aleatória
0,31,19,6,6,16,3.4444444444444446,2.375,0,1,4,0,9,8,17,0.9580420219377606,22,Aleatória
1,24,26,4,6,27,1.7142857142857142,1.8571428571428572,4,1,19,2,14,14,16,0.9988455357066628,10,Humana
1,23,27,5,7,23,1.9166666666666667,2.25,2,2,14,2,12,12,16,0.9953784385316868,11,Humana
